"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
"1",24.6125032077284,24.2915163967405,24.7859936577686,23.4510198627861,24.7190907813296,25.0874701977714,23.6159314576086,24.4787435008742,24.2134900182179,24.2441032683264,24.0917373631146,24.8980931308374,23.9766387163705,25.0809475442054,24.0004183285822,24.9822345578356,24.1422016684019,24.2336055553111,24.4502388379498,23.335634176828,24.8326328540128,24.3956287886653,24.4174910583435,23.8858607704455,23.6424409728159,23.9365002611989,22.9208916810079,24.0832997907464,24.2025425023376,24.4141602793639,24.3255790268282,25.0122868266656,23.723868882425,24.0420284424829,23.7031000000475,22.3739332619692,25.4936301379348
"2",24.6076144897905,24.2858752353364,24.7841217947151,23.4466886888395,24.7132107497267,25.0843456072382,23.6121497325788,24.4749719052732,24.2061048182283,24.2418896895961,24.085867061205,24.8939944783695,23.9710655649748,25.0749123832682,23.9930606280202,24.9796203838548,24.1357675483269,24.2306325034219,24.4390910268183,23.3324464272932,24.8269613959791,24.3865330975432,24.4134857938948,23.876412957378,23.6346856391193,23.9019369733639,22.9125178986929,23.9782672017928,24.1979092152474,24.4060910389165,24.3229247806696,25.0048048469668,23.7172635487906,24.0379681887324,23.6957982980427,22.3633389677171,25.4899809206102
"3",24.607605219033,24.2858643336761,24.7841189152067,23.4466804036559,24.713199159012,25.0843422557423,23.6121437567773,24.4749658976976,24.2060846278641,24.241887037236,24.0858508667799,24.893988704451,23.9710528202169,25.0748992370244,23.9930400113186,24.9796173353343,24.1357513429627,24.2306272511432,24.4390456070162,23.3324401152131,24.8269502029185,24.3864995830322,24.4134795845723,23.8763826795736,23.6346592693832,23.9018768025004,22.9124940372165,23.9766845326793,24.1979001812609,24.4060709337713,24.3229216940667,25.0047857753625,23.7172452690306,24.0379600803677,23.6957822816175,22.3632905921626,25.4899753795651
"4",24.6076052009161,24.2858643116473,24.7841189107459,23.4466803895575,24.7131991349805,25.0843422520824,23.6121437452946,24.4749658864503,24.2060845658455,24.241887034162,24.085850821671,24.8939886961684,23.9710527899866,25.0748992066483,23.9930399526199,24.9796173317089,24.1357513017256,24.2306272417006,24.4390454164971,23.3324401024176,24.8269501800875,24.3864994577316,24.4134795749728,23.8763825827008,23.6346591805258,23.9018765668987,22.912493933184,23.9766717932663,24.1979001632798,24.4060708826634,24.3229216903729,25.0047857262431,23.7172452164783,24.0379600644224,23.695782712526,22.3632903531715,25.4899753712051
"5",24.6076052008808,24.2858643116027,24.784118910739,23.4466803896407,24.7131991349309,25.0843422520785,23.6121437452032,24.4749658863054,24.2060845598298,24.2418870341615,24.0858508215454,24.8939886961566,23.9710527899154,25.0748992065783,23.9930399524535,24.9796173317046,24.1357513016209,24.2306272416836,24.4390454157021,23.3324401023918,24.8269501800413,24.3864994572647,24.413479574958,23.8763825823906,23.6346591802258,23.901876566228,22.9124939291161,23.9766717925574,24.1979001632441,24.4060708825336,24.3229216903685,25.0047857261167,23.7172452163225,24.0379600643911,23.6957828532243,22.3632903519954,25.4899753711925
"6",24.6076052008807,24.2858643116026,24.784118910739,23.446680389648,24.7131991349308,25.0843422520785,23.6121437452003,24.4749658862965,24.206084551541,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928657,23.9766717941778,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957828949536,22.3632903519897,25.4899753711925
"7",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862959,24.2060845405048,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.9124939286023,23.9766717942036,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829073204,22.3632903519896,25.4899753711925
"8",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060845265851,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.9124939285958,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829109854,22.3632903519896,25.4899753711925
"9",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060845098394,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.9124939285951,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829120715,22.3632903519896,25.4899753711925
"10",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060844905084,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829123934,22.3632903519896,25.4899753711925
"11",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060844689818,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829124888,22.3632903519896,25.4899753711925
"12",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060844457512,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829125171,22.3632903519896,25.4899753711925
"13",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060844213588,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829125254,22.3632903519896,25.4899753711925
"14",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.206084396351,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829125279,22.3632903519896,25.4899753711925
"15",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060843712406,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829125286,22.3632903519896,25.4899753711925
"16",24.6076052008807,24.2858643116026,24.784118910739,23.4466803896485,24.7131991349308,25.0843422520785,23.6121437452002,24.4749658862958,24.2060843464808,24.2418870341616,24.0858508215451,24.8939886961566,23.9710527899152,25.0748992065781,23.993039952453,24.9796173317046,24.1357513016206,24.2306272416836,24.4390454156988,23.3324401023917,24.8269501800412,24.386499457263,24.413479574958,23.8763825823896,23.6346591802248,23.9018765662258,22.912493928595,23.9766717942038,24.197900163244,24.4060708825333,24.3229216903685,25.0047857261164,23.7172452163219,24.037960064391,23.6957829125289,22.3632903519896,25.4899753711925
